playerId,gameweek,name,minutes-played,team,opponent,goals-scored,assists,yellow-cards,red-cards,bonus,total
472,1,Bony,76,SWA,MUN,0,0,0,0,0,2
474,1,Gomis,14,SWA,MUN,0,0,0,0,0,1
103,1,Lukaku,90,EVE,LEI,0,0,0,0,0,2
152,1,Naismith,90,EVE,LEI,1,0,0,0,3,9
174,1,Jelavic,90,HUL,QPR,0,0,1,0,0,1
52,1,Agbonlahor,90,AVL,STK,0,0,1,0,0,1
53,1,Weimann,81,AVL,STK,1,0,0,0,3,9
440,1,Wickham,90,SUN,WBA,0,0,0,0,0,2
441,1,Fletcher,90,SUN,WBA,0,0,0,0,0,2
444,1,Altidore,10,SUN,WBA,0,0,0,0,0,1
392,1,Adebayor,82,TOT,WHU,0,0,0,0,0,2
393,1,Kane,8,TOT,WHU,0,1,0,0,0,4
127,1,Gayle,6,CRY,ARS,0,0,0,0,0,1
129,1,Chamakh,90,CRY,ARS,0,0,1,0,0,1
536,1,Campbell,84,CRY,ARS,0,0,0,0,0,2
283,1,Hernández,45,MUN,SWA,0,0,0,0,0,1
284,1,Rooney,90,MUN,SWA,1,0,0,0,1,7
195,1,Nugent,90,LEI,EVE,0,0,0,0,0,2
197,1,Wood,13,LEI,EVE,1,0,0,0,0,5
532,1,Ulloa,77,LEI,EVE,1,0,0,0,0,6
335,1,Remy,90,QPR,HUL,0,0,0,0,0,2
336,1,Zamora,13,QPR,HUL,0,0,0,0,0,1
337,1,Austin,90,QPR,HUL,0,0,0,0,0,0
419,1,Crouch,20,STK,AVL,0,0,0,0,0,1
421,1,Diouf,70,STK,AVL,0,0,0,0,0,2
533,1,Bojan,90,STK,AVL,0,0,0,0,0,2
495,1,Anichebe,90,WBA,SUN,0,1,0,0,0,5
496,1,Berahino,90,WBA,SUN,2,0,0,0,3,13
517,1,Vaz Te,67,WHU,TOT,0,0,0,0,0,2
520,1,Cole,80,WHU,TOT,0,0,0,0,0,2
530,1,Valencia,10,WHU,TOT,0,0,0,0,0,1
25,1,Giroud,29,ARS,CRY,0,0,0,0,0,1
26,1,Sanogo,61,ARS,CRY,0,0,0,0,0,2
176,1,Long,17,SOU,LIV,0,0,0,0,0,1
362,1,Pellè,90,SOU,LIV,0,0,0,0,0,2
253,1,Dzeko,82,MCI,NEW,0,1,0,0,0,5
254,1,Agüero,8,MCI,NEW,1,0,0,0,1,6
256,1,Jovetic,72,MCI,NEW,0,0,0,0,0,2
522,1,Costa,90,CHE,BUR,1,0,1,0,1,6
542,1,Drogba,7,CHE,BUR,0,0,0,0,0,1
73,1,Ings,81,BUR,CHE,0,0,0,0,0,2
75,1,Barnes,21,BUR,CHE,0,0,0,0,0,1
76,1,Sordell,9,BUR,CHE,0,0,1,0,0,0
523,1,Jutkiewicz,69,BUR,CHE,0,0,0,0,0,2
227,1,Sturridge,90,LIV,SOU,1,0,0,0,0,6
229,1,Lambert,15,LIV,SOU,0,0,0,0,0,1
317,1,Ayoze,8,NEW,MCI,0,0,0,0,0,1
526,1,Rivière,82,NEW,MCI,0,0,0,0,0,2
317,2,Ayoze,15,NEW,AVL,0,0,0,0,0,1
526,2,Rivière,76,NEW,AVL,0,0,0,0,0,2
195,2,Nugent,90,LEI,CHE,0,0,0,0,0,2
197,2,Wood,7,LEI,CHE,0,0,0,0,0,1
532,2,Ulloa,83,LEI,CHE,0,0,0,0,0,2
517,2,Vaz Te,90,WHU,CRY,0,0,0,0,0,2
520,2,Cole,67,WHU,CRY,1,0,0,0,0,6
521,2,Zárate,82,WHU,CRY,1,0,0,0,1,7
570,2,Sakho,23,WHU,CRY,0,0,0,0,0,1
495,2,Anichebe,51,WBA,SOU,0,0,0,0,0,1
496,2,Berahino,88,WBA,SOU,0,0,0,0,0,2
531,2,Ideye,39,WBA,SOU,0,0,0,0,0,1
73,2,Ings,90,BUR,SWA,0,0,0,0,0,2
75,2,Barnes,9,BUR,SWA,0,0,0,0,0,1
76,2,Sordell,1,BUR,SWA,0,0,0,0,0,1
523,2,Jutkiewicz,81,BUR,SWA,0,0,0,0,0,2
25,2,Giroud,45,ARS,EVE,1,0,0,0,0,5
28,2,Campbell,17,ARS,EVE,0,0,0,0,0,1
52,2,Agbonlahor,90,AVL,NEW,0,0,0,0,0,2
53,2,Weimann,90,AVL,NEW,0,0,1,0,0,1
57,2,Bent,15,AVL,NEW,0,0,0,0,0,1
522,2,Costa,79,CHE,LEI,1,0,0,0,0,6
542,2,Drogba,11,CHE,LEI,0,0,0,0,0,1
126,2,Murray,8,CRY,WHU,0,0,0,0,0,1
127,2,Gayle,21,CRY,WHU,0,0,0,0,0,1
129,2,Chamakh,90,CRY,WHU,1,0,0,0,2,8
536,2,Campbell,69,CRY,WHU,0,0,0,0,0,2
176,2,Long,45,SOU,WBA,0,0,0,0,0,1
362,2,Pellè,90,SOU,WBA,0,0,0,0,0,2
472,2,Bony,63,SWA,BUR,0,0,0,0,0,2
474,2,Gomis,27,SWA,BUR,0,0,0,0,0,1
103,2,Lukaku,75,EVE,ARS,0,1,0,0,0,5
152,2,Naismith,90,EVE,ARS,1,0,0,0,3,9
419,2,Crouch,36,STK,HUL,0,0,0,0,0,1
421,2,Diouf,90,STK,HUL,0,0,1,0,0,1
533,2,Bojan,50,STK,HUL,0,0,1,0,0,0
335,2,Remy,90,QPR,TOT,0,0,0,0,0,2
336,2,Zamora,17,QPR,TOT,0,0,0,0,0,1
282,2,van Persie,62,MUN,SUN,0,0,0,0,0,2
284,2,Rooney,90,MUN,SUN,0,0,0,0,0,2
285,2,Welbeck,28,MUN,SUN,0,0,0,0,0,1
174,2,Jelavic,80,HUL,STK,1,0,0,0,2,8
392,2,Adebayor,79,TOT,QPR,1,1,0,0,3,12
393,2,Kane,22,TOT,QPR,0,0,0,0,0,1
394,2,Soldado,11,TOT,QPR,0,0,0,0,0,1
440,2,Wickham,90,SUN,MUN,0,0,0,0,0,2
441,2,Fletcher,76,SUN,MUN,0,0,0,0,0,2
444,2,Altidore,14,SUN,MUN,0,0,0,0,0,1
227,2,Sturridge,90,LIV,MCI,0,0,0,0,0,2
229,2,Lambert,12,LIV,MCI,0,1,0,0,0,4
253,2,Dzeko,67,MCI,LIV,0,0,0,0,0,2
254,2,Agüero,23,MCI,LIV,1,0,0,0,1,6
256,2,Jovetic,79,MCI,LIV,2,0,0,0,3,13
282,3,van Persie,72,MUN,BUR,0,0,0,0,0,2
284,3,Rooney,90,MUN,BUR,0,0,0,0,0,2
285,3,Welbeck,18,MUN,BUR,0,0,0,0,0,1
419,3,Crouch,90,STK,MCI,0,0,0,0,0,2
421,3,Diouf,90,STK,MCI,1,0,0,0,3,9
126,3,Murray,8,CRY,NEW,0,0,1,0,0,0
127,3,Gayle,69,CRY,NEW,1,0,0,0,0,6
129,3,Chamakh,51,CRY,NEW,0,1,1,0,0,3
536,3,Campbell,39,CRY,NEW,0,0,0,0,0,1
440,3,Wickham,90,SUN,QPR,0,0,0,0,0,2
441,3,Fletcher,68,SUN,QPR,0,0,0,0,0,2
444,3,Altidore,9,SUN,QPR,0,0,0,0,0,1
496,3,Berahino,90,WBA,SWA,0,0,0,0,0,2
531,3,Ideye,90,WBA,SWA,0,0,0,0,0,2
176,3,Long,65,SOU,WHU,0,0,0,0,0,2
362,3,Pellè,90,SOU,WHU,1,0,1,0,1,6
522,3,Costa,90,CHE,EVE,2,0,1,0,3,12
542,3,Drogba,2,CHE,EVE,0,0,0,0,0,1
174,3,Jelavic,90,HUL,AVL,1,0,1,0,1,6
227,3,Sturridge,90,LIV,TOT,0,0,0,0,0,2
587,3,Balotelli,60,LIV,TOT,0,0,0,0,0,2
24,3,Podolski,14,ARS,LEI,0,0,0,0,0,1
26,3,Sanogo,76,ARS,LEI,0,1,0,0,0,5
73,3,Ings,77,BUR,MUN,0,0,0,0,0,2
75,3,Barnes,13,BUR,MUN,0,0,0,0,0,1
523,3,Jutkiewicz,90,BUR,MUN,0,0,0,0,0,2
253,3,Dzeko,28,MCI,STK,0,0,0,0,0,1
254,3,Agüero,90,MCI,STK,0,0,0,0,0,2
256,3,Jovetic,62,MCI,STK,0,0,0,0,0,2
317,3,Ayoze,12,NEW,CRY,0,0,0,0,0,1
526,3,Rivière,90,NEW,CRY,0,1,0,0,0,5
336,3,Zamora,22,QPR,SUN,0,0,0,0,0,1
337,3,Austin,68,QPR,SUN,1,0,0,0,3,9
472,3,Bony,75,SWA,WBA,0,0,0,0,0,2
474,3,Gomis,15,SWA,WBA,0,0,0,0,0,1
517,3,Vaz Te,57,WHU,SOU,0,0,0,0,0,1
520,3,Cole,78,WHU,SOU,0,0,0,0,0,2
521,3,Zárate,56,WHU,SOU,0,1,0,0,0,4
530,3,Valencia,12,WHU,SOU,0,0,0,0,0,1
103,3,Lukaku,88,EVE,CHE,0,0,0,0,0,2
152,3,Naismith,90,EVE,CHE,1,0,0,0,0,6
589,3,Eto'o,21,EVE,CHE,1,0,0,0,0,5
52,3,Agbonlahor,84,AVL,HUL,1,0,0,0,2,8
53,3,Weimann,90,AVL,HUL,1,1,0,0,3,12
57,3,Bent,6,AVL,HUL,0,0,0,0,0,1
392,3,Adebayor,90,TOT,LIV,0,0,0,0,0,2
195,3,Nugent,90,LEI,ARS,0,0,0,0,0,2
196,3,Vardy,21,LEI,ARS,0,0,0,0,0,1
532,3,Ulloa,76,LEI,ARS,1,0,0,0,1,7
253,4,Dzeko,24,MCI,ARS,0,0,0,0,0,1
254,4,Agüero,66,MCI,ARS,1,0,1,0,1,6
472,4,Bony,15,SWA,CHE,0,1,0,0,0,4
474,4,Gomis,75,SWA,CHE,0,0,0,0,0,2
73,4,Ings,41,BUR,CRY,0,0,1,0,0,0
76,4,Sordell,49,BUR,CRY,0,0,1,0,0,0
523,4,Jutkiewicz,90,BUR,CRY,0,0,0,0,0,2
317,4,Ayoze,22,NEW,SOU,0,0,0,0,0,1
526,4,Rivière,90,NEW,SOU,0,0,0,0,0,2
195,4,Nugent,90,LEI,STK,0,0,0,0,0,2
196,4,Vardy,15,LEI,STK,0,0,0,0,0,1
532,4,Ulloa,90,LEI,STK,1,0,0,0,3,9
392,4,Adebayor,78,TOT,SUN,0,1,0,0,0,5
393,4,Kane,12,TOT,SUN,0,0,0,0,0,-1
103,4,Lukaku,67,EVE,WBA,1,0,0,0,0,6
152,4,Naismith,90,EVE,WBA,0,0,1,0,0,1
52,4,Agbonlahor,90,AVL,LIV,1,0,0,0,3,9
53,4,Weimann,71,AVL,LIV,0,0,0,0,0,2
57,4,Bent,1,AVL,LIV,0,0,0,0,0,1
285,4,Welbeck,87,ARS,MCI,0,0,0,0,0,2
335,4,Remy,19,CHE,SWA,1,0,0,0,0,5
522,4,Costa,71,CHE,SWA,3,0,0,0,3,17
127,4,Gayle,74,CRY,BUR,0,0,0,0,0,2
536,4,Campbell,60,CRY,BUR,0,0,0,0,0,2
602,4,Doyle,30,CRY,BUR,0,0,0,0,0,1
176,4,Long,45,SOU,NEW,0,0,0,0,0,1
362,4,Pellè,90,SOU,NEW,2,0,0,0,3,13
419,4,Crouch,90,STK,LEI,0,0,1,0,0,1
421,4,Diouf,17,STK,LEI,0,0,0,0,0,1
533,4,Bojan,73,STK,LEI,0,0,0,0,0,2
440,4,Wickham,90,SUN,TOT,0,0,1,0,0,1
496,4,Berahino,90,WBA,EVE,0,0,0,0,0,2
531,4,Ideye,69,WBA,EVE,0,0,0,0,0,2
586,4,Samaras,21,WBA,EVE,0,0,0,0,0,1
229,4,Lambert,20,LIV,AVL,0,0,0,0,0,1
230,4,Borini,20,LIV,AVL,0,0,0,0,0,1
587,4,Balotelli,70,LIV,AVL,0,0,0,0,0,2
337,4,Austin,58,QPR,MUN,0,0,0,0,0,1
585,4,Vargas,32,QPR,MUN,0,0,0,0,0,1
282,4,van Persie,90,MUN,QPR,0,0,1,0,0,1
284,4,Rooney,90,MUN,QPR,1,1,0,0,1,10
603,4,Falcao,24,MUN,QPR,0,0,0,0,0,1
521,4,Zárate,61,WHU,HUL,0,0,0,0,0,2
530,4,Valencia,90,WHU,HUL,1,0,0,0,2,8
570,4,Sakho,86,WHU,HUL,0,1,0,0,0,5
174,4,Jelavic,90,HUL,WHU,0,0,0,0,0,2
594,4,Hernández,78,HUL,WHU,1,0,0,0,1,7
419,5,Crouch,90,STK,QPR,1,1,0,0,3,12
421,5,Diouf,90,STK,QPR,1,0,1,0,0,5
24,5,Podolski,13,ARS,AVL,0,0,0,0,0,1
285,5,Welbeck,77,ARS,AVL,1,1,0,0,3,12
440,5,Wickham,90,SUN,BUR,0,0,0,0,0,2
444,5,Altidore,24,SUN,BUR,0,0,0,0,0,1
174,5,Jelavic,80,HUL,NEW,1,0,0,0,0,6
594,5,Hernández,55,HUL,NEW,0,0,0,0,0,1
176,5,Long,90,SOU,SWA,0,0,0,0,0,2
362,5,Pellè,90,SOU,SWA,0,1,0,0,0,5
229,5,Lambert,16,LIV,WHU,0,0,0,0,0,1
230,5,Borini,74,LIV,WHU,0,0,0,0,0,2
587,5,Balotelli,90,LIV,WHU,0,1,1,0,0,4
336,5,Zamora,21,QPR,STK,0,0,0,0,0,1
337,5,Austin,90,QPR,STK,0,0,0,0,0,2
585,5,Vargas,69,QPR,STK,0,0,0,0,0,2
52,5,Agbonlahor,90,AVL,ARS,0,0,0,0,0,2
53,5,Weimann,45,AVL,ARS,0,0,0,0,0,1
75,5,Barnes,28,BUR,SUN,0,0,0,0,0,1
76,5,Sordell,62,BUR,SUN,0,0,0,0,0,2
523,5,Jutkiewicz,90,BUR,SUN,0,0,0,0,0,2
314,5,Cissé,22,NEW,HUL,2,0,0,0,3,12
317,5,Ayoze,1,NEW,HUL,0,0,0,0,0,1
526,5,Rivière,68,NEW,HUL,0,0,0,0,0,2
472,5,Bony,38,SWA,SOU,0,0,0,1,0,-2
475,5,Emnes,6,SWA,SOU,0,0,0,0,0,1
530,5,Valencia,75,WHU,LIV,0,0,0,0,0,2
570,5,Sakho,90,WHU,LIV,1,0,0,0,3,9
282,5,van Persie,90,MUN,LEI,1,0,0,0,0,6
284,5,Rooney,90,MUN,LEI,0,1,1,0,0,4
603,5,Falcao,71,MUN,LEI,0,1,0,0,0,5
495,5,Anichebe,1,WBA,TOT,0,0,0,0,0,1
496,5,Berahino,90,WBA,TOT,0,0,0,0,0,2
536,5,Campbell,85,CRY,EVE,1,0,0,0,1,7
602,5,Doyle,5,CRY,EVE,0,0,0,0,0,1
522,5,Costa,85,CHE,MCI,0,0,1,0,0,1
542,5,Drogba,5,CHE,MCI,0,0,0,0,0,1
195,5,Nugent,74,LEI,MUN,1,0,0,0,0,6
196,5,Vardy,84,LEI,MUN,1,4,0,0,3,21
532,5,Ulloa,90,LEI,MUN,2,0,0,0,2,12
392,5,Adebayor,90,TOT,WBA,0,0,0,0,0,2
394,5,Soldado,30,TOT,WBA,0,0,1,0,0,0
103,5,Lukaku,90,EVE,CRY,1,0,0,0,2,8
152,5,Naismith,27,EVE,CRY,0,0,1,0,0,0
589,5,Eto'o,90,EVE,CRY,0,0,1,0,0,1
253,5,Dzeko,69,MCI,CHE,0,0,0,0,0,2
254,5,Agüero,90,MCI,CHE,0,0,0,0,0,2
103,6,Lukaku,90,EVE,LIV,0,0,0,0,0,2
152,6,Naismith,90,EVE,LIV,0,0,0,0,0,2
589,6,Eto'o,11,EVE,LIV,0,0,0,0,0,1
52,6,Agbonlahor,90,AVL,CHE,0,0,0,0,0,2
53,6,Weimann,68,AVL,CHE,0,0,0,0,0,2
57,6,Bent,22,AVL,CHE,0,0,0,0,0,1
195,6,Nugent,90,LEI,CRY,0,0,0,0,0,2
196,6,Vardy,90,LEI,CRY,0,0,1,0,0,1
532,6,Ulloa,90,LEI,CRY,0,0,0,0,0,2
253,6,Dzeko,90,MCI,HUL,2,0,0,0,3,13
254,6,Agüero,71,MCI,HUL,1,0,0,0,2,8
520,6,Cole,30,WHU,MUN,0,0,0,0,0,1
530,6,Valencia,90,WHU,MUN,0,1,0,0,0,5
570,6,Sakho,90,WHU,MUN,1,0,1,0,1,6
336,6,Zamora,14,QPR,SOU,0,0,0,0,0,1
337,6,Austin,90,QPR,SOU,1,0,0,0,0,6
585,6,Vargas,76,QPR,SOU,0,1,0,0,0,5
472,6,Bony,18,SWA,SUN,0,0,0,0,0,1
474,6,Gomis,72,SWA,SUN,0,0,0,0,0,2
392,6,Adebayor,90,TOT,ARS,0,0,1,0,0,1
229,6,Lambert,3,LIV,EVE,0,0,0,0,0,1
587,6,Balotelli,87,LIV,EVE,0,1,0,0,0,5
335,6,Remy,10,CHE,AVL,0,0,0,0,0,1
522,6,Costa,80,CHE,AVL,1,0,0,0,0,6
129,6,Chamakh,18,CRY,LEI,0,0,0,0,0,1
536,6,Campbell,72,CRY,LEI,1,0,0,0,1,7
174,6,Jelavic,90,HUL,MCI,0,0,0,0,0,2
594,6,Hernández,73,HUL,MCI,1,0,0,0,0,6
282,6,van Persie,90,MUN,WHU,1,0,0,0,2,8
284,6,Rooney,58,MUN,WHU,1,0,0,1,0,2
603,6,Falcao,64,MUN,WHU,0,1,0,0,0,5
176,6,Long,23,SOU,QPR,0,0,0,0,0,1
362,6,Pellè,90,SOU,QPR,1,0,0,0,3,9
440,6,Wickham,77,SUN,SWA,0,0,0,0,0,2
441,6,Fletcher,13,SUN,SWA,0,0,0,0,0,1
285,6,Welbeck,90,ARS,TOT,0,0,0,0,0,2
75,6,Barnes,45,BUR,WBA,0,0,0,0,0,1
76,6,Sordell,23,BUR,WBA,0,0,0,0,0,1
523,6,Jutkiewicz,67,BUR,WBA,0,0,0,0,0,2
496,6,Berahino,90,WBA,BUR,2,0,0,0,2,12
586,6,Samaras,17,WBA,BUR,0,0,0,0,0,1
314,6,Cissé,45,NEW,STK,0,0,1,0,0,0
526,6,Rivière,45,NEW,STK,0,0,0,0,0,1
419,6,Crouch,90,STK,NEW,1,0,0,0,3,9
421,6,Diouf,22,STK,NEW,0,0,0,0,0,1
127,7,Gayle,21,CRY,HUL,0,0,0,0,0,1
129,7,Chamakh,27,CRY,HUL,0,0,0,0,0,1
536,7,Campbell,63,CRY,HUL,0,0,1,0,0,1
75,7,Barnes,90,BUR,LEI,0,0,0,0,0,2
76,7,Sordell,24,BUR,LEI,0,0,0,0,0,1
523,7,Jutkiewicz,90,BUR,LEI,0,1,0,0,0,5
496,7,Berahino,90,WBA,LIV,1,0,0,0,0,6
586,7,Samaras,4,WBA,LIV,0,0,0,0,0,1
419,7,Crouch,77,STK,SUN,0,0,0,0,0,2
533,7,Bojan,21,STK,SUN,0,0,1,0,0,0
314,7,Cissé,84,NEW,SWA,2,0,0,0,3,13
317,7,Ayoze,6,NEW,SWA,0,0,0,0,0,1
526,7,Rivière,22,NEW,SWA,0,0,0,0,0,1
253,7,Dzeko,63,MCI,AVL,0,0,0,0,0,2
254,7,Agüero,90,MCI,AVL,1,0,0,0,1,7
174,7,Jelavic,90,HUL,CRY,1,0,0,0,0,6
594,7,Hernández,75,HUL,CRY,0,0,0,0,0,2
195,7,Nugent,28,LEI,BUR,0,0,1,0,0,0
196,7,Vardy,90,LEI,BUR,0,1,0,0,0,5
532,7,Ulloa,62,LEI,BUR,0,0,0,0,0,2
229,7,Lambert,63,LIV,WBA,0,0,0,0,0,2
587,7,Balotelli,27,LIV,WBA,0,0,0,0,0,1
440,7,Wickham,90,SUN,STK,1,1,0,0,2,11
441,7,Fletcher,90,SUN,STK,2,1,1,0,3,15
472,7,Bony,90,SWA,NEW,1,0,0,0,0,6
475,7,Emnes,5,SWA,NEW,0,0,0,0,0,1
53,7,Weimann,60,AVL,MCI,0,0,0,0,0,2
54,7,Benteke,30,AVL,MCI,0,0,0,0,0,1
103,7,Lukaku,90,EVE,MUN,0,0,0,0,0,2
152,7,Naismith,90,EVE,MUN,1,0,0,0,2,8
24,7,Podolski,12,ARS,CHE,0,0,0,0,0,1
285,7,Welbeck,90,ARS,CHE,0,0,1,0,0,1
176,7,Long,15,SOU,TOT,0,0,0,0,0,1
362,7,Pellè,90,SOU,TOT,0,0,0,0,0,2
336,7,Zamora,45,QPR,WHU,0,0,0,0,0,1
337,7,Austin,90,QPR,WHU,0,0,0,0,0,2
282,7,van Persie,90,MUN,EVE,0,0,1,0,0,1
286,7,Wilson,18,MUN,EVE,0,0,1,0,0,0
603,7,Falcao,72,MUN,EVE,1,0,0,0,1,7
522,7,Costa,90,CHE,ARS,1,0,0,0,0,6
392,7,Adebayor,90,TOT,SOU,0,0,0,0,0,2
393,7,Kane,1,TOT,SOU,0,0,0,0,0,1
521,7,Zárate,75,WHU,QPR,0,0,0,0,0,2
530,7,Valencia,84,WHU,QPR,0,0,0,0,0,2
570,7,Sakho,90,WHU,QPR,1,0,0,0,2,8
394,8,Soldado,90,TOT,MCI,0,1,0,0,0,3
594,8,Hernández,62,HUL,ARS,1,0,0,0,0,6
520,8,Cole,32,WHU,BUR,1,0,0,0,0,5
530,8,Valencia,58,WHU,BUR,1,0,0,0,1,6
570,8,Sakho,90,WHU,BUR,1,1,0,0,3,12
335,8,Remy,90,CHE,CRY,0,0,0,0,0,2
542,8,Drogba,1,CHE,CRY,0,0,0,0,0,1
52,8,Agbonlahor,90,AVL,EVE,0,0,1,0,0,1
53,8,Weimann,28,AVL,EVE,0,0,0,0,0,1
54,8,Benteke,80,AVL,EVE,0,0,0,0,0,2
195,8,Nugent,35,LEI,NEW,0,0,0,0,0,1
196,8,Vardy,35,LEI,NEW,0,0,0,0,0,1
532,8,Ulloa,90,LEI,NEW,0,0,1,0,0,1
440,8,Wickham,90,SUN,SOU,0,0,1,0,0,1
441,8,Fletcher,90,SUN,SOU,0,0,0,0,0,2
254,8,Agüero,90,MCI,TOT,4,0,0,0,3,19
256,8,Jovetic,21,MCI,TOT,0,0,0,0,0,1
28,8,Campbell,22,ARS,HUL,0,0,0,0,0,1
285,8,Welbeck,90,ARS,HUL,1,0,0,0,1,7
73,8,Ings,82,BUR,WHU,0,0,0,0,0,2
75,8,Barnes,26,BUR,WHU,0,0,0,0,0,1
76,8,Sordell,8,BUR,WHU,0,0,0,0,0,1
523,8,Jutkiewicz,64,BUR,WHU,0,0,0,0,0,2
536,8,Campbell,90,CRY,CHE,1,0,1,0,1,6
103,8,Lukaku,90,EVE,AVL,1,0,0,0,0,6
152,8,Naismith,86,EVE,AVL,0,0,1,0,0,1
589,8,Eto'o,4,EVE,AVL,0,0,0,0,0,1
314,8,Cissé,90,NEW,LEI,0,1,0,0,0,5
317,8,Ayoze,32,NEW,LEI,0,0,0,0,0,1
176,8,Long,64,SOU,SUN,0,0,0,0,0,2
359,8,Mayuka,11,SOU,SUN,0,0,0,0,0,1
362,8,Pellè,79,SOU,SUN,2,1,0,0,2,15
