mins-pm,team,opponent,cs-pm,conceded-pm,saves-pm,penalty-saves-pm,yellow-cards-pm,red-cards-pm,bonus-pm,current-form,total
0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
90.0,4,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1
90.0,4,3,0.0,1.5,0.5,0.0,0.0,0.0,0.0,1.5,1
90.0,4,5,0.0,1.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,3
90.0,4,2,0.0,1.5,2.25,0.0,0.25,0.0,0.0,1.6666666666666667,6
90.0,4,4,0.2,1.2,2.2,0.0,0.2,0.0,0.0,3.333333333333333,3
90.0,4,4,0.16666666666666666,1.1666666666666667,2.5,0.0,0.16666666666666666,0.0,0.0,4.0,1
90.0,4,2,0.14285714285714285,1.2857142857142858,2.2857142857142856,0.0,0.14285714285714285,0.0,0.0,3.333333333333333,1
90.0,4,2,0.125,1.375,2.25,0.0,0.125,0.0,0.0,1.6666666666666667,7
90.0,4,3,0.2222222222222222,1.2222222222222223,2.333333333333333,0.0,0.1111111111111111,0.0,0.0,3.0,6
90.0,4,3,0.3,1.1,2.3,0.0,0.1,0.0,0.0,4.666666666666667,2
90.0,4,4,0.2727272727272727,1.181818181818182,2.363636363636364,0.0,0.09090909090909093,0.0,0.0,5.0,1
69.86666666666666,4,3,0.2,0.9333333333333332,1.7333333333333334,0.0,0.06666666666666668,0.0,0.0,0.0,3
71.125,4,4,0.1875,0.9375,1.8125,0.0,0.0625,0.0,0.0,1.0,3
72.23529411764707,4,2,0.17647058823529413,1.0,2.176470588235294,0.0,0.05882352941176471,0.0,0.0,2.0,2
73.22222222222223,4,3,0.16666666666666666,1.0,2.1111111111111107,0.0,0.05555555555555555,0.0,0.0,2.6666666666666665,3
74.10526315789474,4,3,0.15789473684210525,1.0,2.1578947368421053,0.0,0.05263157894736842,0.0,0.0,2.6666666666666665,2
0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.571428571428572,2,3,0.0,0.057142857142857134,0.08571428571428573,0.0,0.028571428571428567,0.0,0.0,0.3333333333333333,6
5.0,2,3,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.0,0.027777777777777776,0.0,0.0,2.333333333333333,0
0.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
90.0,2,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,7
90.0,2,2,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.5,1
90.0,2,4,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.0,0.0,4.666666666666667,7
90.0,2,4,0.75,0.25,2.25,0.0,0.25,0.0,0.25,5.0,1
90.0,2,4,0.6,0.8,2.0,0.0,0.2,0.0,0.2,3.0,2
90.0,2,5,0.5,1.1666666666666667,2.333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,3.333333333333333,2
90.0,2,4,0.42857142857142855,1.2857142857142858,2.7142857142857144,0.0,0.14285714285714285,0.0,0.14285714285714285,1.6666666666666667,2
90.0,2,2,0.375,1.5,2.75,0.0,0.125,0.0,0.125,2.0,1
90.0,2,4,0.3333333333333333,1.5555555555555556,2.6666666666666665,0.0,0.1111111111111111,0.0,0.1111111111111111,1.6666666666666667,2
90.0,2,3,0.3,1.6,2.9,0.0,0.1,0.0,0.1,1.6666666666666667,7
90.0,2,3,0.3636363636363637,1.4545454545454546,3.0909090909090913,0.0,0.09090909090909093,0.0,0.09090909090909093,3.333333333333333,3
90.0,2,3,0.3333333333333333,1.4166666666666667,3.083333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,4.0,3
90.0,2,3,0.3076923076923077,1.3846153846153846,3.0769230769230766,0.0,0.07692307692307693,0.0,0.07692307692307693,4.333333333333333,7
90.0,2,3,0.35714285714285715,1.2857142857142858,3.2142857142857144,0.0,0.07142857142857142,0.0,0.07142857142857142,4.333333333333333,3
90.0,2,2,0.3333333333333333,1.2666666666666666,3.2,0.0,0.06666666666666668,0.0,0.06666666666666668,4.333333333333333,3
90.0,2,4,0.3125,1.25,3.25,0.0,0.0625,0.0,0.0625,4.333333333333333,3
90.0,2,3,0.29411764705882354,1.2352941176470589,3.5294117647058822,0.0,0.1176470588235294,0.0,0.05882352941176471,3.0,2
90.0,2,2,0.2777777777777778,1.2222222222222223,3.388888888888889,0.0,0.1111111111111111,0.0,0.05555555555555555,2.6666666666666665,7
90.0,2,3,0.3157894736842105,1.1578947368421053,3.3684210526315788,0.0,0.10526315789473684,0.0,0.05263157894736842,4.0,6
90.0,2,3,0.35,1.1,3.2,0.0,0.1,0.0,0.05,5.0,2
90.0,2,4,0.3333333333333333,1.0952380952380951,3.1428571428571432,0.0,0.09523809523809523,0.0,0.047619047619047616,5.0,2
90.0,2,4,0.3181818181818182,1.1363636363636365,3.136363636363636,0.0,0.09090909090909093,0.0,0.045454545454545456,3.333333333333333,1
90.0,2,4,0.3043478260869565,1.3043478260869563,3.1304347826086962,0.0,0.08695652173913042,0.0,0.043478260869565216,1.6666666666666667,2
90.0,2,2,0.2916666666666667,1.3333333333333333,3.125,0.0,0.08333333333333333,0.0,0.04166666666666666,1.6666666666666667,1
90.0,2,3,0.28,1.36,3.08,0.0,0.08,0.0,0.04,1.3333333333333333,2
90.0,2,3,0.2692307692307692,1.3846153846153846,3.1153846153846154,0.0,0.07692307692307693,0.0,0.038461538461538464,1.6666666666666667,3
90.0,2,2,0.25925925925925924,1.3703703703703705,3.1481481481481484,0.0,0.07407407407407407,0.0,0.037037037037037035,2.0,2
90.0,2,2,0.25,1.3571428571428572,3.0357142857142856,0.0,0.07142857142857142,0.0,0.03571428571428571,2.333333333333333,6
90.0,2,3,0.27586206896551724,1.3103448275862069,3.0,0.0,0.06896551724137931,0.0,0.03448275862068965,3.6666666666666665,3
90.0,2,4,0.26666666666666666,1.3,3.033333333333333,0.0,0.06666666666666668,0.0,0.03333333333333333,3.6666666666666665,2
91.47540983606558,2,2,0.26229508196721313,1.3770491803278688,3.114754098360656,0.0,0.06557377049180327,0.0,0.032786885245901634,3.6666666666666665,1
92.90322580645163,2,4,0.25806451612903225,1.4516129032258065,3.129032258064516,0.0,0.06451612903225806,0.0,0.03225806451612903,2.0,9
90.0,2,5,0.2727272727272727,1.3636363636363635,3.0303030303030303,0.0,0.060606060606060615,0.0,0.09090909090909093,4.0,1
0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90.0,3,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3
90.0,3,4,0.0,2.0,1.5,0.0,0.0,0.0,0.0,2.0,6
90.0,3,3,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,3.333333333333333,7
90.0,3,2,0.5,1.0,1.75,0.0,0.0,0.0,0.0,5.333333333333333,8
90.0,3,2,0.6,0.8,2.6,0.0,0.0,0.0,0.0,7.0,0
90.0,3,3,0.5,1.3333333333333333,2.5,0.0,0.0,0.0,0.0,5.0,2
90.0,3,3,0.42857142857142855,1.4285714285714286,2.7142857142857144,0.0,0.0,0.0,0.0,3.333333333333333,1
90.0,3,4,0.375,1.625,2.625,0.0,0.0,0.0,0.0,1.0,2
90.0,3,4,0.3333333333333333,1.7777777777777777,2.6666666666666665,0.0,0.0,0.0,0.0,1.6666666666666667,3
90.0,3,2,0.3,1.9,3.2,0.0,0.0,0.0,0.0,2.0,7
90.0,3,3,0.3636363636363637,1.7272727272727273,3.0,0.0,0.0,0.0,0.09090909090909093,4.0,2
90.0,3,2,0.3333333333333333,1.6666666666666667,3.0,0.0,0.08333333333333333,0.0,0.08333333333333333,4.0,4
90.0,3,3,0.3076923076923077,1.6153846153846154,3.2307692307692313,0.0,0.07692307692307693,0.0,0.07692307692307693,4.333333333333333,3
90.0,3,2,0.2857142857142857,1.5714285714285714,3.2142857142857144,0.0,0.07142857142857142,0.0,0.07142857142857142,3.0,2
90.0,3,3,0.26666666666666666,1.6,3.2,0.0,0.06666666666666668,0.0,0.06666666666666668,3.0,15
90.0,3,4,0.3125,1.5,3.25,0.0625,0.0625,0.0,0.25,6.666666666666668,2
90.0,3,4,0.29411764705882354,1.5294117647058822,3.294117647058824,0.05882352941176471,0.05882352941176471,0.0,0.2352941176470588,6.333333333333332,2
90.0,3,5,0.2777777777777778,1.5,3.2222222222222223,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,6.333333333333332,2
90.0,3,3,0.2631578947368421,1.5263157894736843,3.263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.21052631578947367,2.0,1
90.0,3,2,0.25,1.6,3.15,0.05,0.05,0.0,0.2,1.6666666666666667,4
90.0,3,3,0.2380952380952381,1.5714285714285714,3.2857142857142856,0.047619047619047616,0.047619047619047616,0.0,0.19047619047619047,2.333333333333333,1
90.0,3,2,0.2272727272727273,1.6363636363636365,3.1818181818181817,0.045454545454545456,0.045454545454545456,0.0,0.18181818181818185,2.0,1
90.0,3,2,0.21739130434782608,1.6521739130434785,3.0869565217391304,0.043478260869565216,0.043478260869565216,0.0,0.17391304347826084,2.0,1
90.0,3,4,0.20833333333333331,1.6666666666666667,3.0416666666666665,0.04166666666666666,0.04166666666666666,0.0,0.16666666666666666,1.0,2
90.0,3,4,0.2,1.72,3.04,0.04,0.04,0.0,0.16,1.3333333333333333,3
90.0,3,3,0.19230769230769232,1.6923076923076923,3.0769230769230766,0.038461538461538464,0.038461538461538464,0.0,0.15384615384615385,2.0,2
90.0,3,4,0.1851851851851852,1.6666666666666667,3.037037037037037,0.037037037037037035,0.037037037037037035,0.0,0.14814814814814814,2.333333333333333,3
90.0,3,5,0.17857142857142858,1.6785714285714286,3.1428571428571432,0.03571428571428571,0.03571428571428571,0.0,0.14285714285714285,2.6666666666666665,9
90.0,3,3,0.20689655172413796,1.6206896551724137,3.2068965517241383,0.03448275862068965,0.03448275862068965,0.0,0.20689655172413796,4.666666666666667,1
90.0,3,4,0.2,1.6333333333333333,3.1666666666666665,0.03333333333333333,0.03333333333333333,0.0,0.2,4.333333333333333,6
90.0,3,4,0.2258064516129032,1.5806451612903225,3.129032258064516,0.03225806451612903,0.03225806451612903,0.0,0.1935483870967742,5.333333333333333,3
90.0,3,4,0.21875,1.5625,3.15625,0.03125,0.03125,0.0,0.1875,3.333333333333333,11
90.0,3,3,0.21212121212121213,1.5454545454545454,3.272727272727273,0.060606060606060615,0.030303030303030307,0.0,0.24242424242424246,6.666666666666668,3
90.0,3,3,0.2058823529411765,1.5294117647058822,3.2647058823529416,0.05882352941176471,0.029411764705882356,0.0,0.2352941176470588,5.666666666666668,3
90.0,3,2,0.2,1.5142857142857142,3.3142857142857145,0.057142857142857134,0.028571428571428567,0.0,0.22857142857142854,5.666666666666668,8
90.0,3,3,0.2222222222222222,1.4722222222222223,3.305555555555556,0.05555555555555555,0.027777777777777776,0.0,0.25,4.666666666666667,7
90.0,3,2,0.2432432432432433,1.4324324324324325,3.2972972972972974,0.054054054054054064,0.027027027027027032,0.0,0.2432432432432433,6.0,9
0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
4.466666666666667,4,2,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
7.85,4,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
11.761904761904766,4,3,0.14285714285714285,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,2.333333333333333,6
14.041666666666664,4,4,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,2.0,7
12.74626865671642,4,3,0.14925373134328354,0.0,0.2388059701492537,0.0,0.0,0.0,0.0,0.0,2
13.972972972972975,4,2,0.13513513513513514,0.027027027027027032,0.2432432432432433,0.0,0.0,0.0,0.0,0.0,4
0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
90.0,4,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7
90.0,4,4,0.5,0.5,2.5,0.0,0.0,0.0,0.0,4.5,2
90.0,4,3,0.3333333333333333,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3.6666666666666665,1
90.0,4,5,0.25,1.5,2.5,0.0,0.0,0.0,0.0,3.333333333333333,3
90.0,4,2,0.2,1.4,2.6,0.0,0.0,0.0,0.0,2.0,6
90.0,4,4,0.3333333333333333,1.1666666666666667,2.333333333333333,0.0,0.0,0.0,0.0,3.333333333333333,1
80.42857142857143,4,3,0.2857142857142857,1.0,2.0,0.0,0.0,0.0,0.0,3.333333333333333,3
81.625,4,4,0.25,1.0,2.125,0.0,0.0,0.0,0.0,3.333333333333333,4
82.55555555555556,4,2,0.2222222222222222,1.0,2.555555555555556,0.0,0.0,0.0,0.0,2.6666666666666665,2
83.3,4,4,0.2,1.0,2.3,0.0,0.0,0.0,0.0,3.0,2
83.9090909090909,4,2,0.18181818181818185,1.0,2.363636363636364,0.0,0.09090909090909093,0.0,0.0,2.6666666666666665,6
84.41666666666667,4,2,0.25,0.9166666666666666,2.25,0.0,0.08333333333333333,0.0,0.0,3.333333333333333,7
84.84615384615384,4,4,0.3076923076923077,0.8461538461538461,2.3076923076923075,0.0,0.07692307692307693,0.0,0.0,5.0,6
85.21428571428571,4,3,0.35714285714285715,0.7857142857142857,2.2857142857142856,0.0,0.07142857142857142,0.0,0.0,6.333333333333332,1
80.1875,4,3,0.3125,0.8125,2.0625,0.0,0.0625,0.0,0.0,2.333333333333333,6
80.76470588235293,4,3,0.35294117647058826,0.7647058823529411,2.0588235294117645,0.0,0.05882352941176471,0.0,0.0,2.333333333333333,6
81.27777777777777,4,3,0.3888888888888889,0.7222222222222222,1.9444444444444444,0.0,0.05555555555555555,0.0,0.0,4.0,2
81.73684210526315,4,4,0.3684210526315789,0.7368421052631579,1.8421052631578947,0.0,0.05263157894736842,0.0,0.0,4.666666666666667,1
74.68181818181819,4,5,0.3181818181818182,0.8636363636363636,1.7272727272727273,0.0,0.045454545454545456,0.0,0.0,0.3333333333333333,3
75.34782608695652,4,2,0.3043478260869565,0.8695652173913043,1.826086956521739,0.0,0.043478260869565216,0.0,0.0,1.0,2
72.92,4,3,0.28,0.84,1.68,0.0,0.04,0.0,0.0,1.6666666666666667,3
70.85185185185185,4,3,0.25925925925925924,0.8148148148148148,1.7037037037037035,0.0,0.037037037037037035,0.0,0.0,1.0,7
71.53571428571429,4,3,0.2857142857142857,0.7857142857142857,1.8214285714285716,0.0,0.03571428571428571,0.0,0.0,3.333333333333333,3
72.17241379310343,4,2,0.27586206896551724,0.7931034482758621,1.8965517241379308,0.0,0.03448275862068965,0.0,0.0,3.333333333333333,3
72.76666666666667,4,3,0.26666666666666666,0.8333333333333334,2.033333333333333,0.0,0.03333333333333333,0.0,0.0,4.333333333333333,2
73.3225806451613,4,2,0.25806451612903225,0.8387096774193549,2.0,0.0,0.03225806451612903,0.0,0.0,2.6666666666666665,7
73.84375,4,4,0.28125,0.8125,2.0625,0.0,0.03125,0.0,0.0,4.0,7
74.33333333333333,4,4,0.30303030303030304,0.7878787878787878,2.060606060606061,0.0,0.030303030303030307,0.0,0.030303030303030307,5.333333333333333,6
74.79411764705883,4,3,0.3235294117647059,0.7647058823529411,2.0294117647058822,0.0,0.029411764705882356,0.0,0.029411764705882356,6.666666666666668,6
75.22857142857143,4,4,0.3428571428571429,0.7428571428571429,2.0,0.0,0.028571428571428567,0.0,0.028571428571428567,6.333333333333332,3
75.6388888888889,4,2,0.3333333333333333,0.75,2.0277777777777777,0.0,0.027777777777777776,0.0,0.027777777777777776,5.0,1
0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
90.0,3,3,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2
90.0,3,3,0.0,2.5,4.5,0.0,0.0,0.0,0.0,2.0,1
90.0,3,3,0.0,2.6666666666666665,3.333333333333333,0.0,0.0,0.0,0.0,1.6666666666666667,15
90.0,3,4,0.25,2.0,3.25,0.25,0.0,0.0,0.75,6.0,1
90.0,3,3,0.2,2.0,3.4,0.2,0.2,0.0,0.6,5.666666666666668,6
90.0,3,2,0.3333333333333333,1.6666666666666667,3.0,0.16666666666666666,0.16666666666666666,0.0,0.5,7.333333333333332,1
90.0,3,4,0.2857142857142857,1.7142857142857142,2.571428571428572,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,2.6666666666666665,1
90.0,3,2,0.25,1.75,2.5,0.125,0.125,0.0,0.375,2.6666666666666665,1
86.0,3,2,0.2222222222222222,1.6666666666666667,2.4444444444444446,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,1.0,2
86.4,3,4,0.2,1.8,2.6,0.1,0.1,0.0,0.3,1.3333333333333333,3
86.72727272727273,3,4,0.18181818181818185,1.7272727272727273,2.636363636363636,0.09090909090909093,0.09090909090909093,0.0,0.2727272727272727,2.0,2
87.0,3,3,0.16666666666666666,1.6666666666666667,2.4166666666666665,0.08333333333333333,0.08333333333333333,0.0,0.25,2.333333333333333,3
87.23076923076924,3,2,0.15384615384615385,1.6153846153846154,2.4615384615384617,0.07692307692307693,0.07692307692307693,0.0,0.2307692307692308,2.6666666666666665,2
87.42857142857143,3,4,0.14285714285714285,1.5714285714285714,2.4285714285714284,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,2.333333333333333,6
87.6,3,3,0.2,1.4666666666666666,2.4,0.06666666666666668,0.06666666666666668,0.0,0.2,3.6666666666666665,2
87.75,3,5,0.1875,1.4375,2.375,0.0625,0.0625,0.0,0.1875,3.333333333333333,1
87.88235294117645,3,3,0.17647058823529413,1.5294117647058822,2.235294117647059,0.05882352941176471,0.05882352941176471,0.0,0.17647058823529413,3.0,2
88.0,3,2,0.16666666666666666,1.6111111111111112,2.2777777777777777,0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666,1.6666666666666667,6
88.10526315789473,3,2,0.21052631578947367,1.5263157894736843,2.263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.15789473684210525,3.0,7
88.2,3,4,0.25,1.45,2.3,0.05,0.05,0.0,0.15,5.0,3
88.2857142857143,3,3,0.2380952380952381,1.4285714285714286,2.380952380952381,0.047619047619047616,0.047619047619047616,0.0,0.14285714285714285,5.333333333333333,1
88.36363636363636,3,4,0.2272727272727273,1.4545454545454546,2.3181818181818183,0.045454545454545456,0.045454545454545456,0.0,0.13636363636363635,3.6666666666666665,2
88.43478260869566,3,3,0.21739130434782608,1.4347826086956519,2.260869565217391,0.043478260869565216,0.043478260869565216,0.0,0.13043478260869565,2.0,9
88.5,3,3,0.25,1.375,2.375,0.04166666666666666,0.04166666666666666,0.0,0.20833333333333331,4.0,2
88.56,3,4,0.24,1.36,2.28,0.04,0.04,0.0,0.2,4.333333333333333,1
88.61538461538461,3,3,0.2307692307692308,1.3846153846153846,2.269230769230769,0.038461538461538464,0.038461538461538464,0.0,0.19230769230769232,4.0,3
88.66666666666669,3,3,0.2222222222222222,1.3703703703703705,2.333333333333333,0.037037037037037035,0.037037037037037035,0.0,0.1851851851851852,2.0,2
88.7142857142857,3,2,0.21428571428571427,1.3571428571428572,2.321428571428572,0.03571428571428571,0.03571428571428571,0.0,0.17857142857142858,2.0,3
88.75862068965517,3,3,0.20689655172413796,1.3448275862068966,2.3448275862068964,0.03448275862068965,0.03448275862068965,0.0,0.1724137931034483,2.6666666666666665,3
88.8,3,5,0.2,1.3333333333333333,2.3666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.16666666666666666,2.6666666666666665,3
88.83870967741936,3,2,0.1935483870967742,1.3225806451612905,2.3870967741935485,0.03225806451612903,0.03225806451612903,0.0,0.16129032258064516,3.0,2
88.875,3,2,0.1875,1.3125,2.375,0.03125,0.03125,0.0,0.15625,2.6666666666666665,1
88.9090909090909,3,2,0.18181818181818185,1.3333333333333333,2.333333333333333,0.030303030303030307,0.030303030303030307,0.0,0.15151515151515152,2.0,2
88.94117647058823,3,4,0.17647058823529413,1.3529411764705883,2.411764705882353,0.029411764705882356,0.029411764705882356,0.0,0.14705882352941174,1.6666666666666667,11
88.97142857142859,3,4,0.17142857142857146,1.3428571428571427,2.5142857142857142,0.057142857142857134,0.028571428571428567,0.0,0.2,4.666666666666667,1
0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,3,4,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,2
3.4054054054054053,3,3,0.0,0.054054054054054064,0.054054054054054064,0.0,0.0,0.0,0.0,0.6666666666666666,6
0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90.0,4,4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1
90.0,4,4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,-1
90.0,4,2,0.0,3.333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,6
90.0,4,3,0.25,2.5,1.5,0.0,0.25,0.0,0.0,2.0,1
90.0,4,4,0.2,2.6,1.2,0.0,0.2,0.0,0.0,2.0,4
90.0,4,4,0.16666666666666666,2.333333333333333,2.1666666666666665,0.0,0.16666666666666666,0.0,0.0,3.6666666666666665,0
90.0,4,2,0.14285714285714285,2.2857142857142856,2.142857142857143,0.0,0.2857142857142857,0.0,0.0,1.6666666666666667,6
90.0,4,3,0.25,2.0,2.125,0.0,0.25,0.0,0.0,3.333333333333333,2
90.0,4,3,0.2222222222222222,1.8888888888888888,2.1111111111111107,0.0,0.2222222222222222,0.0,0.0,2.6666666666666665,6
90.0,4,2,0.3,1.7,1.9,0.0,0.2,0.0,0.0,4.666666666666667,2
90.0,4,3,0.2727272727272727,1.6363636363636365,1.818181818181818,0.0,0.18181818181818185,0.0,0.0,3.333333333333333,2
90.0,4,4,0.25,1.5833333333333333,1.8333333333333333,0.0,0.16666666666666666,0.0,0.0,3.333333333333333,2
90.0,4,2,0.2307692307692308,1.6153846153846154,2.0,0.0,0.15384615384615385,0.0,0.0,2.0,2
90.0,4,5,0.21428571428571427,1.5714285714285714,1.8571428571428568,0.0,0.14285714285714285,0.0,0.0,2.0,2
90.0,4,2,0.2,1.5333333333333334,1.8666666666666667,0.0,0.13333333333333333,0.0,0.0,2.0,3
90.0,4,3,0.1875,1.5,1.9375,0.0,0.125,0.0,0.0,2.333333333333333,1
90.0,4,3,0.17647058823529413,1.5882352941176472,1.8823529411764703,0.0,0.1176470588235294,0.0,0.0,2.0,1
65.625,4,4,0.125,1.1666666666666667,1.375,0.0,0.08333333333333333,0.0,0.0,0.0,4
66.6,4,3,0.12,1.16,1.56,0.0,0.08,0.0,0.0,1.3333333333333333,1
67.5,4,4,0.1153846153846154,1.1923076923076923,1.5769230769230769,0.0,0.07692307692307693,0.0,0.0,1.6666666666666667,1
